Strain,Metal_atomic_mass,Chalcogen_atomic_mass,Direction,Crack length,Temperature,Stress
0.049,95.95,32.06,zigzag,2,500,2.792125755
0.05,95.95,32.06,zigzag,2,500,2.139881647
0.051,95.95,32.06,zigzag,2,500,1.351724689
0.052,95.95,32.06,zigzag,2,500,0.390482441
0.053,95.95,32.06,zigzag,2,500,0
0.054,95.95,32.06,zigzag,2,500,0
0.055,95.95,32.06,zigzag,2,500,0
0.056,95.95,32.06,zigzag,2,500,0
0.057,95.95,32.06,zigzag,2,500,0
0.058,95.95,32.06,zigzag,2,500,0
0.059,95.95,32.06,zigzag,2,500,0
0.06,95.95,32.06,zigzag,2,500,0
0.061,95.95,32.06,zigzag,2,500,0
0.062,95.95,32.06,zigzag,2,500,0
0.063,95.95,32.06,zigzag,2,500,0
0.064,95.95,32.06,zigzag,2,500,0
0.065,95.95,32.06,zigzag,2,500,0
0.066,95.95,32.06,zigzag,2,500,0
0.067,95.95,32.06,zigzag,2,500,0
0.068,95.95,32.06,zigzag,2,500,0
0.069,95.95,32.06,zigzag,2,500,0
0.07,95.95,32.06,zigzag,2,500,0
0.071,95.95,32.06,zigzag,2,500,0
0.072,95.95,32.06,zigzag,2,500,0
0.073,95.95,32.06,zigzag,2,500,0
0.074,95.95,32.06,zigzag,2,500,0
0.075,95.95,32.06,zigzag,2,500,0
0.076,95.95,32.06,zigzag,2,500,0
0.077,95.95,32.06,zigzag,2,500,0
0.078,95.95,32.06,zigzag,2,500,0
0.079,95.95,32.06,zigzag,2,500,0
0.08,95.95,32.06,zigzag,2,500,0
0.081,95.95,32.06,zigzag,2,500,0
0.082,95.95,32.06,zigzag,2,500,0
0.083,95.95,32.06,zigzag,2,500,0
0.084,95.95,32.06,zigzag,2,500,0
0.085,95.95,32.06,zigzag,2,500,0
0.086,95.95,32.06,zigzag,2,500,0
0.087,95.95,32.06,zigzag,2,500,0
0.088,95.95,32.06,zigzag,2,500,0
0.089,95.95,32.06,zigzag,2,500,0
0.09,95.95,32.06,zigzag,2,500,0
0.091,95.95,32.06,zigzag,2,500,0
0.092,95.95,32.06,zigzag,2,500,0
0.093,95.95,32.06,zigzag,2,500,0
0.094,95.95,32.06,zigzag,2,500,0
0.095,95.95,32.06,zigzag,2,500,0
0.096,95.95,32.06,zigzag,2,500,0
0.097,95.95,32.06,zigzag,2,500,0
0.098,95.95,32.06,zigzag,2,500,0
0.099,95.95,32.06,zigzag,2,500,0
0.1,95.95,32.06,zigzag,2,500,0
0.101,95.95,32.06,zigzag,2,500,0
0.102,95.95,32.06,zigzag,2,500,0
0.103,95.95,32.06,zigzag,2,500,0
0.104,95.95,32.06,zigzag,2,500,0
0.105,95.95,32.06,zigzag,2,500,0
0.106,95.95,32.06,zigzag,2,500,0
0.107,95.95,32.06,zigzag,2,500,0
0.108,95.95,32.06,zigzag,2,500,0
0.109,95.95,32.06,zigzag,2,500,0
0.11,95.95,32.06,zigzag,2,500,0
0.111,95.95,32.06,zigzag,2,500,0
0.112,95.95,32.06,zigzag,2,500,0
0.113,95.95,32.06,zigzag,2,500,0
0.114,95.95,32.06,zigzag,2,500,0
0.115,95.95,32.06,zigzag,2,500,0
0.116,95.95,32.06,zigzag,2,500,0
0.117,95.95,32.06,zigzag,2,500,0
0.118,95.95,32.06,zigzag,2,500,0
0.119,95.95,32.06,zigzag,2,500,0
0.12,95.95,32.06,zigzag,2,500,0
0.121,95.95,32.06,zigzag,2,500,0
0.122,95.95,32.06,zigzag,2,500,0
0.123,95.95,32.06,zigzag,2,500,0
0.124,95.95,32.06,zigzag,2,500,0
0.125,95.95,32.06,zigzag,2,500,0
0.126,95.95,32.06,zigzag,2,500,0
0.127,95.95,32.06,zigzag,2,500,0
0.128,95.95,32.06,zigzag,2,500,0
0.129,95.95,32.06,zigzag,2,500,0
0.13,95.95,32.06,zigzag,2,500,0
0.131,95.95,32.06,zigzag,2,500,0
0.132,95.95,32.06,zigzag,2,500,0
0.133,95.95,32.06,zigzag,2,500,0
0.134,95.95,32.06,zigzag,2,500,0
0.135,95.95,32.06,zigzag,2,500,0
0.136,95.95,32.06,zigzag,2,500,0
0.137,95.95,32.06,zigzag,2,500,0
0.138,95.95,32.06,zigzag,2,500,0
0.139,95.95,32.06,zigzag,2,500,0
0.14,95.95,32.06,zigzag,2,500,0
0.141,95.95,32.06,zigzag,2,500,0
0.142,95.95,32.06,zigzag,2,500,0
0.143,95.95,32.06,zigzag,2,500,0
0.144,95.95,32.06,zigzag,2,500,0
0.145,95.95,32.06,zigzag,2,500,0
0.146,95.95,32.06,zigzag,2,500,0
0.147,95.95,32.06,zigzag,2,500,0
0.148,95.95,32.06,zigzag,2,500,0
0.149,95.95,32.06,zigzag,2,500,0
0.15,95.95,32.06,zigzag,2,500,0
0.151,95.95,32.06,zigzag,2,500,0
0.152,95.95,32.06,zigzag,2,500,0
0.153,95.95,32.06,zigzag,2,500,0
0.154,95.95,32.06,zigzag,2,500,0
0.155,95.95,32.06,zigzag,2,500,0
0.156,95.95,32.06,zigzag,2,500,0
0.157,95.95,32.06,zigzag,2,500,0
0.158,95.95,32.06,zigzag,2,500,0
0.159,95.95,32.06,zigzag,2,500,0
0.16,95.95,32.06,zigzag,2,500,0
0.161,95.95,32.06,zigzag,2,500,0
0.162,95.95,32.06,zigzag,2,500,0
0.163,95.95,32.06,zigzag,2,500,0
0.164,95.95,32.06,zigzag,2,500,0
0.165,95.95,32.06,zigzag,2,500,0
0.166,95.95,32.06,zigzag,2,500,0
0.167,95.95,32.06,zigzag,2,500,0
0.168,95.95,32.06,zigzag,2,500,0
0.169,95.95,32.06,zigzag,2,500,0
0.17,95.95,32.06,zigzag,2,500,0
0.171,95.95,32.06,zigzag,2,500,0
0.172,95.95,32.06,zigzag,2,500,0
0.173,95.95,32.06,zigzag,2,500,0
0.174,95.95,32.06,zigzag,2,500,0
0.175,95.95,32.06,zigzag,2,500,0
0.176,95.95,32.06,zigzag,2,500,0
0.177,95.95,32.06,zigzag,2,500,0
0.178,95.95,32.06,zigzag,2,500,0
0.179,95.95,32.06,zigzag,2,500,0
0.18,95.95,32.06,zigzag,2,500,0
0.181,95.95,32.06,zigzag,2,500,0
0.182,95.95,32.06,zigzag,2,500,0
0.183,95.95,32.06,zigzag,2,500,0
0.184,95.95,32.06,zigzag,2,500,0
0.185,95.95,32.06,zigzag,2,500,0
0.186,95.95,32.06,zigzag,2,500,0
0.187,95.95,32.06,zigzag,2,500,0
0.188,95.95,32.06,zigzag,2,500,0
0.189,95.95,32.06,zigzag,2,500,0
0.19,95.95,32.06,zigzag,2,500,0
0.191,95.95,32.06,zigzag,2,500,0
0.192,95.95,32.06,zigzag,2,500,0
0.193,95.95,32.06,zigzag,2,500,0
0.194,95.95,32.06,zigzag,2,500,0
0.195,95.95,32.06,zigzag,2,500,0
0.196,95.95,32.06,zigzag,2,500,0
0.197,95.95,32.06,zigzag,2,500,0
0.198,95.95,32.06,zigzag,2,500,0
0.199,95.95,32.06,zigzag,2,500,0
0.2,95.95,32.06,zigzag,2,500,0
0.201,95.95,32.06,zigzag,2,500,0
0.202,95.95,32.06,zigzag,2,500,0
0.203,95.95,32.06,zigzag,2,500,0
0.204,95.95,32.06,zigzag,2,500,0
0.205,95.95,32.06,zigzag,2,500,0
0.206,95.95,32.06,zigzag,2,500,0
0.207,95.95,32.06,zigzag,2,500,0
0.208,95.95,32.06,zigzag,2,500,0
0.209,95.95,32.06,zigzag,2,500,0
0.21,95.95,32.06,zigzag,2,500,0
0.211,95.95,32.06,zigzag,2,500,0
0.212,95.95,32.06,zigzag,2,500,0
0.213,95.95,32.06,zigzag,2,500,0
0.214,95.95,32.06,zigzag,2,500,0
0.215,95.95,32.06,zigzag,2,500,0
0.216,95.95,32.06,zigzag,2,500,0
0.217,95.95,32.06,zigzag,2,500,0
0.218,95.95,32.06,zigzag,2,500,0
0.219,95.95,32.06,zigzag,2,500,0
0.22,95.95,32.06,zigzag,2,500,0
0.221,95.95,32.06,zigzag,2,500,0
0.222,95.95,32.06,zigzag,2,500,0
0.223,95.95,32.06,zigzag,2,500,0
0.224,95.95,32.06,zigzag,2,500,0
0.225,95.95,32.06,zigzag,2,500,0
0.226,95.95,32.06,zigzag,2,500,0
0.227,95.95,32.06,zigzag,2,500,0
0.228,95.95,32.06,zigzag,2,500,0
0.229,95.95,32.06,zigzag,2,500,0
0.23,95.95,32.06,zigzag,2,500,0
0.231,95.95,32.06,zigzag,2,500,0
0.232,95.95,32.06,zigzag,2,500,0
0.233,95.95,32.06,zigzag,2,500,0
0.234,95.95,32.06,zigzag,2,500,0
0.235,95.95,32.06,zigzag,2,500,0
0.236,95.95,32.06,zigzag,2,500,0
0.237,95.95,32.06,zigzag,2,500,0
0.238,95.95,32.06,zigzag,2,500,0
0.239,95.95,32.06,zigzag,2,500,0
0.24,95.95,32.06,zigzag,2,500,0
0.241,95.95,32.06,zigzag,2,500,0
0.242,95.95,32.06,zigzag,2,500,0
0.243,95.95,32.06,zigzag,2,500,0
0.244,95.95,32.06,zigzag,2,500,0
0.245,95.95,32.06,zigzag,2,500,0
0.246,95.95,32.06,zigzag,2,500,0
0.247,95.95,32.06,zigzag,2,500,0
0.248,95.95,32.06,zigzag,2,500,0
0.249,95.95,32.06,zigzag,2,500,0
0.25,95.95,32.06,zigzag,2,500,0
0.251,95.95,32.06,zigzag,2,500,0
0.252,95.95,32.06,zigzag,2,500,0
0.253,95.95,32.06,zigzag,2,500,0
0.254,95.95,32.06,zigzag,2,500,0
0.255,95.95,32.06,zigzag,2,500,0
0.256,95.95,32.06,zigzag,2,500,0
0.257,95.95,32.06,zigzag,2,500,0
0.258,95.95,32.06,zigzag,2,500,0
0.259,95.95,32.06,zigzag,2,500,0
0.26,95.95,32.06,zigzag,2,500,0
0.261,95.95,32.06,zigzag,2,500,0
0.262,95.95,32.06,zigzag,2,500,0
0.263,95.95,32.06,zigzag,2,500,0
0.264,95.95,32.06,zigzag,2,500,0
0.265,95.95,32.06,zigzag,2,500,0
0.266,95.95,32.06,zigzag,2,500,0
0.267,95.95,32.06,zigzag,2,500,0
0.268,95.95,32.06,zigzag,2,500,0
0.269,95.95,32.06,zigzag,2,500,0
0.27,95.95,32.06,zigzag,2,500,0
0.271,95.95,32.06,zigzag,2,500,0
0.272,95.95,32.06,zigzag,2,500,0
0.273,95.95,32.06,zigzag,2,500,0
0.274,95.95,32.06,zigzag,2,500,0
0.275,95.95,32.06,zigzag,2,500,0
0.276,95.95,32.06,zigzag,2,500,0
0.277,95.95,32.06,zigzag,2,500,0
0.278,95.95,32.06,zigzag,2,500,0
0.279,95.95,32.06,zigzag,2,500,0
0.28,95.95,32.06,zigzag,2,500,0
0.281,95.95,32.06,zigzag,2,500,0
0.282,95.95,32.06,zigzag,2,500,0
0.283,95.95,32.06,zigzag,2,500,0
0.284,95.95,32.06,zigzag,2,500,0
0.285,95.95,32.06,zigzag,2,500,0
0.286,95.95,32.06,zigzag,2,500,0
0.287,95.95,32.06,zigzag,2,500,0
0.288,95.95,32.06,zigzag,2,500,0
0.289,95.95,32.06,zigzag,2,500,0
0.29,95.95,32.06,zigzag,2,500,0
0.291,95.95,32.06,zigzag,2,500,0
0.292,95.95,32.06,zigzag,2,500,0
0.293,95.95,32.06,zigzag,2,500,0
0.294,95.95,32.06,zigzag,2,500,0
0.295,95.95,32.06,zigzag,2,500,0
0.296,95.95,32.06,zigzag,2,500,0
0.297,95.95,32.06,zigzag,2,500,0
0.298,95.95,32.06,zigzag,2,500,0
0.299,95.95,32.06,zigzag,2,500,0
0.3,95.95,32.06,zigzag,2,500,0
0,95.95,32.06,zigzag,2,600,0
0.001,95.95,32.06,zigzag,2,600,0.02841739
0.002,95.95,32.06,zigzag,2,600,0.150284361
0.003,95.95,32.06,zigzag,2,600,0.244077215
0.004,95.95,32.06,zigzag,2,600,0.310971339
0.005,95.95,32.06,zigzag,2,600,0.398636104
0.006,95.95,32.06,zigzag,2,600,0.497331708
0.007,95.95,32.06,zigzag,2,600,0.594605898
0.008,95.95,32.06,zigzag,2,600,0.658653901
0.009,95.95,32.06,zigzag,2,600,0.743532833
0.01,95.95,32.06,zigzag,2,600,0.873492699
0.011,95.95,32.06,zigzag,2,600,0.911144675
0.012,95.95,32.06,zigzag,2,600,0.988376422
0.013,95.95,32.06,zigzag,2,600,1.096902448
0.014,95.95,32.06,zigzag,2,600,1.187060886
0.015,95.95,32.06,zigzag,2,600,1.236350897
0.016,95.95,32.06,zigzag,2,600,1.312614157
0.017,95.95,32.06,zigzag,2,600,1.409431259
0.018,95.95,32.06,zigzag,2,600,1.505377047
0.019,95.95,32.06,zigzag,2,600,1.574188634
0.02,95.95,32.06,zigzag,2,600,1.669468506
0.021,95.95,32.06,zigzag,2,600,1.734074386
0.022,95.95,32.06,zigzag,2,600,1.819608932
0.023,95.95,32.06,zigzag,2,600,1.90485952
0.024,95.95,32.06,zigzag,2,600,2.007836457
0.025,95.95,32.06,zigzag,2,600,2.06586358
0.026,95.95,32.06,zigzag,2,600,2.14878348
0.027,95.95,32.06,zigzag,2,600,2.277017627
0.028,95.95,32.06,zigzag,2,600,2.32421596
0.029,95.95,32.06,zigzag,2,600,2.42040851
0.03,95.95,32.06,zigzag,2,600,2.475600455
0.031,95.95,32.06,zigzag,2,600,2.565015069
0.032,95.95,32.06,zigzag,2,600,2.632489383
0.033,95.95,32.06,zigzag,2,600,2.694294803
0.034,95.95,32.06,zigzag,2,600,2.79719181
0.035,95.95,32.06,zigzag,2,600,2.88616225
0.036,95.95,32.06,zigzag,2,600,2.959796818
0.037,95.95,32.06,zigzag,2,600,3.02737325
0.038,95.95,32.06,zigzag,2,600,3.089643058
0.039,95.95,32.06,zigzag,2,600,3.165679304
0.04,95.95,32.06,zigzag,2,600,3.198403332
0.041,95.95,32.06,zigzag,2,600,3.224281577
0.042,95.95,32.06,zigzag,2,600,3.187717836
0.043,95.95,32.06,zigzag,2,600,3.011256889
0.044,95.95,32.06,zigzag,2,600,2.671102813
0.045,95.95,32.06,zigzag,2,600,2.195838257
0.046,95.95,32.06,zigzag,2,600,1.542292388
0.047,95.95,32.06,zigzag,2,600,0.839788005
0.048,95.95,32.06,zigzag,2,600,0.020909405
0.049,95.95,32.06,zigzag,2,600,0
0.05,95.95,32.06,zigzag,2,600,0
0.051,95.95,32.06,zigzag,2,600,0
0.052,95.95,32.06,zigzag,2,600,0
0.053,95.95,32.06,zigzag,2,600,0
0.054,95.95,32.06,zigzag,2,600,0
0.055,95.95,32.06,zigzag,2,600,0
0.056,95.95,32.06,zigzag,2,600,0
0.057,95.95,32.06,zigzag,2,600,0
0.058,95.95,32.06,zigzag,2,600,0
0.059,95.95,32.06,zigzag,2,600,0
0.06,95.95,32.06,zigzag,2,600,0
0.061,95.95,32.06,zigzag,2,600,0
0.062,95.95,32.06,zigzag,2,600,0
0.063,95.95,32.06,zigzag,2,600,0
0.064,95.95,32.06,zigzag,2,600,0
0.065,95.95,32.06,zigzag,2,600,0
0.066,95.95,32.06,zigzag,2,600,0
0.067,95.95,32.06,zigzag,2,600,0
0.068,95.95,32.06,zigzag,2,600,0
0.069,95.95,32.06,zigzag,2,600,0
0.07,95.95,32.06,zigzag,2,600,0
0.071,95.95,32.06,zigzag,2,600,0
0.072,95.95,32.06,zigzag,2,600,0
0.073,95.95,32.06,zigzag,2,600,0
0.074,95.95,32.06,zigzag,2,600,0
0.075,95.95,32.06,zigzag,2,600,0
0.076,95.95,32.06,zigzag,2,600,0
0.077,95.95,32.06,zigzag,2,600,0
0.078,95.95,32.06,zigzag,2,600,0
0.079,95.95,32.06,zigzag,2,600,0
0.08,95.95,32.06,zigzag,2,600,0
0.081,95.95,32.06,zigzag,2,600,0
0.082,95.95,32.06,zigzag,2,600,0
0.083,95.95,32.06,zigzag,2,600,0
0.084,95.95,32.06,zigzag,2,600,0
0.085,95.95,32.06,zigzag,2,600,0
0.086,95.95,32.06,zigzag,2,600,0
0.087,95.95,32.06,zigzag,2,600,0
0.088,95.95,32.06,zigzag,2,600,0
0.089,95.95,32.06,zigzag,2,600,0
0.09,95.95,32.06,zigzag,2,600,0
0.091,95.95,32.06,zigzag,2,600,0
0.092,95.95,32.06,zigzag,2,600,0
0.093,95.95,32.06,zigzag,2,600,0
0.094,95.95,32.06,zigzag,2,600,0
0.095,95.95,32.06,zigzag,2,600,0
0.096,95.95,32.06,zigzag,2,600,0
0.097,95.95,32.06,zigzag,2,600,0
0.098,95.95,32.06,zigzag,2,600,0
0.099,95.95,32.06,zigzag,2,600,0
0.1,95.95,32.06,zigzag,2,600,0
0.101,95.95,32.06,zigzag,2,600,0
0.102,95.95,32.06,zigzag,2,600,0
0.103,95.95,32.06,zigzag,2,600,0
0.104,95.95,32.06,zigzag,2,600,0
0.105,95.95,32.06,zigzag,2,600,0
0.106,95.95,32.06,zigzag,2,600,0
0.107,95.95,32.06,zigzag,2,600,0
0.108,95.95,32.06,zigzag,2,600,0
0.109,95.95,32.06,zigzag,2,600,0
0.11,95.95,32.06,zigzag,2,600,0
0.111,95.95,32.06,zigzag,2,600,0
0.112,95.95,32.06,zigzag,2,600,0
0.113,95.95,32.06,zigzag,2,600,0
0.114,95.95,32.06,zigzag,2,600,0
0.115,95.95,32.06,zigzag,2,600,0
0.116,95.95,32.06,zigzag,2,600,0
0.117,95.95,32.06,zigzag,2,600,0
0.118,95.95,32.06,zigzag,2,600,0
0.119,95.95,32.06,zigzag,2,600,0
0.12,95.95,32.06,zigzag,2,600,0
0.121,95.95,32.06,zigzag,2,600,0
0.122,95.95,32.06,zigzag,2,600,0
0.123,95.95,32.06,zigzag,2,600,0
0.124,95.95,32.06,zigzag,2,600,0
0.125,95.95,32.06,zigzag,2,600,0
0.126,95.95,32.06,zigzag,2,600,0
0.127,95.95,32.06,zigzag,2,600,0
0.128,95.95,32.06,zigzag,2,600,0
0.129,95.95,32.06,zigzag,2,600,0
0.13,95.95,32.06,zigzag,2,600,0
0.131,95.95,32.06,zigzag,2,600,0
0.132,95.95,32.06,zigzag,2,600,0
0.133,95.95,32.06,zigzag,2,600,0
0.134,95.95,32.06,zigzag,2,600,0
0.135,95.95,32.06,zigzag,2,600,0
0.136,95.95,32.06,zigzag,2,600,0
0.137,95.95,32.06,zigzag,2,600,0
0.138,95.95,32.06,zigzag,2,600,0
0.139,95.95,32.06,zigzag,2,600,0
0.14,95.95,32.06,zigzag,2,600,0
0.141,95.95,32.06,zigzag,2,600,0
0.142,95.95,32.06,zigzag,2,600,0
0.143,95.95,32.06,zigzag,2,600,0
0.144,95.95,32.06,zigzag,2,600,0
0.145,95.95,32.06,zigzag,2,600,0
0.146,95.95,32.06,zigzag,2,600,0
0.147,95.95,32.06,zigzag,2,600,0
0.148,95.95,32.06,zigzag,2,600,0
0.149,95.95,32.06,zigzag,2,600,0
0.15,95.95,32.06,zigzag,2,600,0
0.151,95.95,32.06,zigzag,2,600,0
0.152,95.95,32.06,zigzag,2,600,0
0.153,95.95,32.06,zigzag,2,600,0
0.154,95.95,32.06,zigzag,2,600,0
0.155,95.95,32.06,zigzag,2,600,0
0.156,95.95,32.06,zigzag,2,600,0
0.157,95.95,32.06,zigzag,2,600,0
0.158,95.95,32.06,zigzag,2,600,0
0.159,95.95,32.06,zigzag,2,600,0
0.16,95.95,32.06,zigzag,2,600,0
0.161,95.95,32.06,zigzag,2,600,0
0.162,95.95,32.06,zigzag,2,600,0
0.163,95.95,32.06,zigzag,2,600,0
0.164,95.95,32.06,zigzag,2,600,0
0.165,95.95,32.06,zigzag,2,600,0
0.166,95.95,32.06,zigzag,2,600,0
0.167,95.95,32.06,zigzag,2,600,0
0.168,95.95,32.06,zigzag,2,600,0
0.169,95.95,32.06,zigzag,2,600,0
0.17,95.95,32.06,zigzag,2,600,0
0.171,95.95,32.06,zigzag,2,600,0
0.172,95.95,32.06,zigzag,2,600,0
0.173,95.95,32.06,zigzag,2,600,0
0.174,95.95,32.06,zigzag,2,600,0
0.175,95.95,32.06,zigzag,2,600,0
0.176,95.95,32.06,zigzag,2,600,0
0.177,95.95,32.06,zigzag,2,600,0
0.178,95.95,32.06,zigzag,2,600,0
0.179,95.95,32.06,zigzag,2,600,0
0.18,95.95,32.06,zigzag,2,600,0
0.181,95.95,32.06,zigzag,2,600,0
0.182,95.95,32.06,zigzag,2,600,0
0.183,95.95,32.06,zigzag,2,600,0
0.184,95.95,32.06,zigzag,2,600,0
0.185,95.95,32.06,zigzag,2,600,0
0.186,95.95,32.06,zigzag,2,600,0
0.187,95.95,32.06,zigzag,2,600,0
0.188,95.95,32.06,zigzag,2,600,0
0.189,95.95,32.06,zigzag,2,600,0
0.19,95.95,32.06,zigzag,2,600,0
0.191,95.95,32.06,zigzag,2,600,0
0.192,95.95,32.06,zigzag,2,600,0
0.193,95.95,32.06,zigzag,2,600,0
0.194,95.95,32.06,zigzag,2,600,0
0.195,95.95,32.06,zigzag,2,600,0
0.196,95.95,32.06,zigzag,2,600,0
0.197,95.95,32.06,zigzag,2,600,0
0.198,95.95,32.06,zigzag,2,600,0
0.199,95.95,32.06,zigzag,2,600,0
0.2,95.95,32.06,zigzag,2,600,0
0.201,95.95,32.06,zigzag,2,600,0
0.202,95.95,32.06,zigzag,2,600,0
0.203,95.95,32.06,zigzag,2,600,0
0.204,95.95,32.06,zigzag,2,600,0
0.205,95.95,32.06,zigzag,2,600,0
0.206,95.95,32.06,zigzag,2,600,0
0.207,95.95,32.06,zigzag,2,600,0
0.208,95.95,32.06,zigzag,2,600,0
0.209,95.95,32.06,zigzag,2,600,0
0.21,95.95,32.06,zigzag,2,600,0
0.211,95.95,32.06,zigzag,2,600,0
0.212,95.95,32.06,zigzag,2,600,0
0.213,95.95,32.06,zigzag,2,600,0
0.214,95.95,32.06,zigzag,2,600,0
0.215,95.95,32.06,zigzag,2,600,0
0.216,95.95,32.06,zigzag,2,600,0
0.217,95.95,32.06,zigzag,2,600,0
0.218,95.95,32.06,zigzag,2,600,0
0.219,95.95,32.06,zigzag,2,600,0
0.22,95.95,32.06,zigzag,2,600,0
0.221,95.95,32.06,zigzag,2,600,0
0.222,95.95,32.06,zigzag,2,600,0
0.223,95.95,32.06,zigzag,2,600,0
0.224,95.95,32.06,zigzag,2,600,0
0.225,95.95,32.06,zigzag,2,600,0
0.226,95.95,32.06,zigzag,2,600,0
0.227,95.95,32.06,zigzag,2,600,0
0.228,95.95,32.06,zigzag,2,600,0
0.229,95.95,32.06,zigzag,2,600,0
0.23,95.95,32.06,zigzag,2,600,0
0.231,95.95,32.06,zigzag,2,600,0
0.232,95.95,32.06,zigzag,2,600,0
0.233,95.95,32.06,zigzag,2,600,0
0.234,95.95,32.06,zigzag,2,600,0
0.235,95.95,32.06,zigzag,2,600,0
0.236,95.95,32.06,zigzag,2,600,0
0.237,95.95,32.06,zigzag,2,600,0
0.238,95.95,32.06,zigzag,2,600,0
0.239,95.95,32.06,zigzag,2,600,0
0.24,95.95,32.06,zigzag,2,600,0
0.241,95.95,32.06,zigzag,2,600,0
0.242,95.95,32.06,zigzag,2,600,0
0.243,95.95,32.06,zigzag,2,600,0
0.244,95.95,32.06,zigzag,2,600,0
0.245,95.95,32.06,zigzag,2,600,0
0.246,95.95,32.06,zigzag,2,600,0
0.247,95.95,32.06,zigzag,2,600,0
0.248,95.95,32.06,zigzag,2,600,0
0.249,95.95,32.06,zigzag,2,600,0
0.25,95.95,32.06,zigzag,2,600,0
0.251,95.95,32.06,zigzag,2,600,0
0.252,95.95,32.06,zigzag,2,600,0
0.253,95.95,32.06,zigzag,2,600,0
0.254,95.95,32.06,zigzag,2,600,0
0.255,95.95,32.06,zigzag,2,600,0
0.256,95.95,32.06,zigzag,2,600,0
0.257,95.95,32.06,zigzag,2,600,0
0.258,95.95,32.06,zigzag,2,600,0
0.259,95.95,32.06,zigzag,2,600,0
0.26,95.95,32.06,zigzag,2,600,0
0.261,95.95,32.06,zigzag,2,600,0
0.262,95.95,32.06,zigzag,2,600,0
0.263,95.95,32.06,zigzag,2,600,0
0.264,95.95,32.06,zigzag,2,600,0
0.265,95.95,32.06,zigzag,2,600,0
0.266,95.95,32.06,zigzag,2,600,0
0.267,95.95,32.06,zigzag,2,600,0
0.268,95.95,32.06,zigzag,2,600,0
0.269,95.95,32.06,zigzag,2,600,0
0.27,95.95,32.06,zigzag,2,600,0
0.271,95.95,32.06,zigzag,2,600,0
0.272,95.95,32.06,zigzag,2,600,0
0.273,95.95,32.06,zigzag,2,600,0
0.274,95.95,32.06,zigzag,2,600,0
0.275,95.95,32.06,zigzag,2,600,0
0.276,95.95,32.06,zigzag,2,600,0
0.277,95.95,32.06,zigzag,2,600,0
0.278,95.95,32.06,zigzag,2,600,0
0.279,95.95,32.06,zigzag,2,600,0
0.28,95.95,32.06,zigzag,2,600,0
0.281,95.95,32.06,zigzag,2,600,0
0.282,95.95,32.06,zigzag,2,600,0
0.283,95.95,32.06,zigzag,2,600,0
0.284,95.95,32.06,zigzag,2,600,0
0.285,95.95,32.06,zigzag,2,600,0
0.286,95.95,32.06,zigzag,2,600,0
0.287,95.95,32.06,zigzag,2,600,0
0.288,95.95,32.06,zigzag,2,600,0
0.289,95.95,32.06,zigzag,2,600,0
0.29,95.95,32.06,zigzag,2,600,0
0.291,95.95,32.06,zigzag,2,600,0
0.292,95.95,32.06,zigzag,2,600,0
0.293,95.95,32.06,zigzag,2,600,0
0.294,95.95,32.06,zigzag,2,600,0
0.295,95.95,32.06,zigzag,2,600,0
0.296,95.95,32.06,zigzag,2,600,0
0.297,95.95,32.06,zigzag,2,600,0
0.298,95.95,32.06,zigzag,2,600,0
0.299,95.95,32.06,zigzag,2,600,0
0.3,95.95,32.06,zigzag,2,600,0
0,95.95,32.06,zigzag,3,100,0
0.001,95.95,32.06,zigzag,3,100,0.0767648
0.002,95.95,32.06,zigzag,3,100,0.184181427
0.003,95.95,32.06,zigzag,3,100,0.283063841
0.004,95.95,32.06,zigzag,3,100,0.378689337
0.005,95.95,32.06,zigzag,3,100,0.479619777
0.006,95.95,32.06,zigzag,3,100,0.565990211
0.007,95.95,32.06,zigzag,3,100,0.670541767
0.008,95.95,32.06,zigzag,3,100,0.768251012
0.009,95.95,32.06,zigzag,3,100,0.852547995
0.01,95.95,32.06,zigzag,3,100,0.956886727
0.011,95.95,32.06,zigzag,3,100,1.0600151
0.012,95.95,32.06,zigzag,3,100,1.148359781
0.013,95.95,32.06,zigzag,3,100,1.245611257
0.014,95.95,32.06,zigzag,3,100,1.34049261
0.015,95.95,32.06,zigzag,3,100,1.436758351
0.016,95.95,32.06,zigzag,3,100,1.532692132
0.017,95.95,32.06,zigzag,3,100,1.63002948
0.018,95.95,32.06,zigzag,3,100,1.722145144
0.019,95.95,32.06,zigzag,3,100,1.814919637
0.02,95.95,32.06,zigzag,3,100,1.901467487
0.021,95.95,32.06,zigzag,3,100,1.982933395
0.022,95.95,32.06,zigzag,3,100,2.074284708
0.023,95.95,32.06,zigzag,3,100,2.174657446
0.024,95.95,32.06,zigzag,3,100,2.27229101
0.025,95.95,32.06,zigzag,3,100,2.36015415
0.026,95.95,32.06,zigzag,3,100,2.428683914
0.027,95.95,32.06,zigzag,3,100,2.517180846
0.028,95.95,32.06,zigzag,3,100,2.619105453
0.029,95.95,32.06,zigzag,3,100,2.705912124
0.03,95.95,32.06,zigzag,3,100,2.781700293
0.031,95.95,32.06,zigzag,3,100,2.866722938
0.032,95.95,32.06,zigzag,3,100,2.953061413
0.033,95.95,32.06,zigzag,3,100,3.04414529
0.034,95.95,32.06,zigzag,3,100,3.12488723
0.035,95.95,32.06,zigzag,3,100,3.205224739
0.036,95.95,32.06,zigzag,3,100,3.287543296
0.037,95.95,32.06,zigzag,3,100,3.366951124
